build,file,peak_velocity_mps,face_angle_deg,snapped,confidence,user_judgment,computed_distance_m,outcome,end_x_m,end_y_m,total_time_s
by-build,stroke-cal-4-2026-05-31T20-15-16.256Z.json,0.1521,-6.63,False,1.0,late,3.067,stopped,3.047,0.354,3.133
by-build,stroke-cal-5-2026-05-31T20-15-21.589Z.json,0.1481,-2.9,False,1.0,just_right,2.906,stopped,2.903,0.147,3.05
b12-strokes,stroke-A-1-2026-05-30T23-50-41.116Z.json,0.1798,-11.84,False,1.0,late,4.289,stopped,4.197,0.88,3.717
b12-strokes,stroke-A-2-2026-05-30T23-50-47.219Z.json,0.2023,-6.08,False,1.0,late,5.429,stopped,5.399,0.575,4.183
b12-strokes,stroke-A-3-2026-05-30T23-50-53.920Z.json,0.1571,-6.88,False,1.0,late,3.272,stopped,3.248,0.392,3.233
b12-strokes,stroke-A-4-2026-05-30T23-50-58.767Z.json,0.2474,-9.16,False,1.0,late,8.127,stopped,8.024,1.294,5.133
b12-strokes,stroke-A-5-2026-05-30T23-51-05.903Z.json,0.2801,-8.54,False,1.0,late,10.422,stopped,10.306,1.547,5.833
b12-strokes,stroke-A-6-2026-05-30T23-51-11.317Z.json,0.2108,-10.14,False,1.0,late,5.895,stopped,5.803,1.038,4.367
b12-strokes,stroke-A-7-2026-05-30T23-51-17.619Z.json,0.2233,-13.42,False,1.0,late,6.62,stopped,6.439,1.537,4.633
b12-strokes,stroke-cal-1-2026-05-30T23-49-56.450Z.json,0.2004,-4.97,False,1.0,late,5.329,stopped,5.309,0.462,4.15
b12-strokes,stroke-cal-2-2026-05-30T23-50-04.117Z.json,0.1247,-9.59,False,1.0,early,2.058,stopped,2.029,0.343,2.55
b12-strokes,stroke-cal-3-2026-05-30T23-50-13.499Z.json,0.1971,-11.97,False,1.0,late,5.154,stopped,5.042,1.069,4.083
b12-strokes,stroke-cal-4-2026-05-30T23-50-22.100Z.json,0.2458,-12.21,False,1.0,late,8.023,stopped,7.841,1.696,5.1
b12-strokes,stroke-cal-5-2026-05-30T23-50-30.332Z.json,0.1938,-6.54,False,1.0,late,4.984,stopped,4.951,0.568,4.017
b13-strokes,stroke-A-1-2026-05-31T00-14-58.524Z.json,0.1715,-7.59,False,1.0,late,3.897,stopped,3.863,0.514,3.533
b13-strokes,stroke-A-10-2026-05-31T00-16-03.142Z.json,0.2122,-9.68,False,1.0,early,5.979,stopped,5.894,1.006,4.4
b13-strokes,stroke-A-11-2026-05-31T00-16-08.026Z.json,0.189,-5.82,False,1.0,just_right,4.74,stopped,4.715,0.481,3.917
b13-strokes,stroke-A-12-2026-05-31T00-16-13.226Z.json,0.1766,-7.49,False,1.0,early,4.134,stopped,4.098,0.539,3.65
b13-strokes,stroke-A-13-2026-05-31T00-16-19.194Z.json,0.1591,-6.66,False,1.0,just_right,3.353,stopped,3.33,0.389,3.283
b13-strokes,stroke-A-14-2026-05-31T00-16-24.609Z.json,0.1431,-7.6,False,1.0,just_right,2.712,stopped,2.688,0.359,2.95
b13-strokes,stroke-A-15-2026-05-31T00-16-29.593Z.json,0.214,-7.63,False,1.0,early,6.079,stopped,6.025,0.807,4.433
b13-strokes,stroke-A-16-2026-05-31T00-16-35.376Z.json,0.2453,-7.86,False,1.0,early,7.991,stopped,7.916,1.093,5.1
b13-strokes,stroke-A-17-2026-05-31T00-16-40.477Z.json,0.1386,-4.93,False,1.0,just_right,2.543,stopped,2.533,0.218,2.85
b13-strokes,stroke-A-18-2026-05-31T00-16-46.927Z.json,0.2191,-8.08,False,1.0,early,6.373,stopped,6.31,0.896,4.55
b13-strokes,stroke-A-19-2026-05-31T00-16-51.644Z.json,0.1419,-5.45,False,1.0,just_right,2.667,stopped,2.654,0.253,2.917
b13-strokes,stroke-A-2-2026-05-31T00-15-05.790Z.json,0.1947,-6.7,False,1.0,just_right,5.029,stopped,4.995,0.586,4.033
b13-strokes,stroke-A-20-2026-05-31T00-16-56.662Z.json,0.1244,-7.89,False,1.0,just_right,2.048,stopped,2.029,0.281,2.55
b13-strokes,stroke-A-3-2026-05-31T00-15-12.357Z.json,0.1812,-7.83,False,1.0,early,4.354,stopped,4.313,0.593,3.75
b13-strokes,stroke-A-4-2026-05-31T00-15-23.492Z.json,0.0,0.0,True,0.0,,0.0,stopped,0.0,0.0,0.0
b13-strokes,stroke-A-5-2026-05-31T00-15-30.157Z.json,0.1838,-6.97,False,1.0,early,4.48,stopped,4.447,0.544,3.8
b13-strokes,stroke-A-6-2026-05-31T00-15-35.575Z.json,0.0,0.0,True,0.0,,0.0,stopped,0.0,0.0,0.0
b13-strokes,stroke-A-7-2026-05-31T00-15-46.176Z.json,0.1762,-7.03,False,1.0,early,4.116,stopped,4.085,0.504,3.633
b13-strokes,stroke-A-8-2026-05-31T00-15-52.042Z.json,0.1563,-2.84,False,1.0,just_right,3.239,stopped,3.235,0.161,3.217
b13-strokes,stroke-A-9-2026-05-31T00-15-57.393Z.json,0.1665,-5.94,False,1.0,just_right,3.676,stopped,3.656,0.38,3.433
b13-strokes,stroke-B-1-2026-05-31T00-17-28.411Z.json,0.1705,19.89,False,1.0,early,3.853,stopped,3.623,-1.311,3.517
b13-strokes,stroke-B-10-2026-05-31T00-18-35.131Z.json,0.1041,-0.29,False,1.0,just_right,1.432,stopped,1.432,0.007,2.117
b13-strokes,stroke-B-11-2026-05-31T00-18-41.916Z.json,0.1494,14.05,False,1.0,early,2.957,stopped,2.869,-0.718,3.083
b13-strokes,stroke-B-12-2026-05-31T00-18-46.883Z.json,0.2147,1.35,False,1.0,early,6.119,lipOut,6.117,-0.145,4.45
b13-strokes,stroke-B-13-2026-05-31T00-18-56.468Z.json,0.0885,-8.24,False,1.0,early,1.031,stopped,1.02,0.148,1.783
b13-strokes,stroke-B-14-2026-05-31T00-19-02.516Z.json,0.1285,19.72,False,1.0,early,2.186,stopped,2.058,-0.738,2.633
b13-strokes,stroke-B-15-2026-05-31T00-19-10.200Z.json,0.1611,26.85,False,1.0,early,3.441,stopped,3.07,-1.554,3.317
b13-strokes,stroke-B-2-2026-05-31T00-17-37.979Z.json,0.1942,9.18,False,1.0,just_right,5.005,stopped,4.941,-0.799,4.017
b13-strokes,stroke-B-3-2026-05-31T00-17-48.179Z.json,0.157,6.34,False,1.0,early,3.266,stopped,3.246,-0.36,3.233
b13-strokes,stroke-B-4-2026-05-31T00-17-59.180Z.json,0.1599,2.49,False,1.0,early,3.389,stopped,3.386,-0.147,3.3
b13-strokes,stroke-B-5-2026-05-31T00-18-06.397Z.json,0.1971,14.5,False,1.0,just_right,5.154,stopped,4.99,-1.291,4.083
b13-strokes,stroke-B-6-2026-05-31T00-18-14.097Z.json,0.1446,13.01,False,1.0,early,2.768,stopped,2.697,-0.623,2.967
b13-strokes,stroke-B-7-2026-05-31T00-18-20.381Z.json,0.1044,33.78,False,1.0,early,1.439,stopped,1.196,-0.8,2.133
b13-strokes,stroke-B-8-2026-05-31T00-18-25.180Z.json,0.1496,8.35,False,1.0,just_right,2.966,stopped,2.935,-0.431,3.083
b13-strokes,stroke-B-9-2026-05-31T00-18-30.784Z.json,0.1275,7.57,False,1.0,just_right,2.15,stopped,2.131,-0.283,2.617
b13-strokes,stroke-C-1-2026-05-31T00-19-28.751Z.json,0.1627,-23.36,False,1.0,early,3.51,stopped,3.222,1.392,3.35
b13-strokes,stroke-C-10-2026-05-31T00-20-13.606Z.json,0.0928,-11.74,False,1.0,early,1.137,stopped,1.113,0.231,1.883
b13-strokes,stroke-C-11-2026-05-31T00-20-20.252Z.json,0.2154,-18.83,False,1.0,early,6.159,stopped,5.829,1.988,4.467
b13-strokes,stroke-C-12-2026-05-31T00-20-26.051Z.json,0.3386,-29.53,False,1.0,early,15.243,stopped,13.264,7.512,7.067
b13-strokes,stroke-C-13-2026-05-31T00-20-31.001Z.json,0.2409,-29.84,False,1.0,just_right,7.706,stopped,6.684,3.834,5.0
b13-strokes,stroke-C-14-2026-05-31T00-20-38.169Z.json,0.1969,-27.72,False,1.0,early,5.147,stopped,4.556,2.394,4.083
b13-strokes,stroke-C-15-2026-05-31T00-20-44.402Z.json,0.1782,-34.03,False,1.0,early,4.213,stopped,3.492,2.358,3.683
b13-strokes,stroke-C-2-2026-05-31T00-19-32.833Z.json,0.1574,-22.55,False,1.0,early,3.285,stopped,3.034,1.26,3.25
b13-strokes,stroke-C-3-2026-05-31T00-19-37.500Z.json,0.1837,-28.78,False,1.0,early,4.478,stopped,3.925,2.156,3.8
b13-strokes,stroke-C-4-2026-05-31T00-19-42.015Z.json,0.1383,-30.11,False,1.0,early,2.531,stopped,2.19,1.27,2.833
b13-strokes,stroke-C-5-2026-05-31T00-19-47.185Z.json,0.1335,-29.65,False,1.0,early,2.358,stopped,2.05,1.167,2.733
b13-strokes,stroke-C-6-2026-05-31T00-19-52.284Z.json,0.0965,-13.71,False,1.0,just_right,1.229,stopped,1.194,0.291,1.967
b13-strokes,stroke-C-7-2026-05-31T00-19-57.985Z.json,0.1371,-34.83,False,1.0,just_right,2.487,stopped,2.042,1.421,2.817
b13-strokes,stroke-C-8-2026-05-31T00-20-02.918Z.json,0.1181,-23.89,False,1.0,just_right,1.846,stopped,1.688,0.748,2.417
b13-strokes,stroke-C-9-2026-05-31T00-20-07.985Z.json,0.1086,-26.52,False,1.0,early,1.56,stopped,1.396,0.697,2.217
b13-strokes,stroke-cal-1-2026-05-31T00-14-24.455Z.json,0.1678,-7.71,False,1.0,late,3.733,stopped,3.7,0.501,3.467
b13-strokes,stroke-cal-2-2026-05-31T00-14-29.856Z.json,0.1899,-6.85,False,1.0,late,4.784,stopped,4.75,0.57,3.933
b13-strokes,stroke-cal-3-2026-05-31T00-14-37.273Z.json,0.1571,-6.94,False,1.0,just_right,3.27,stopped,3.247,0.395,3.233
b13-strokes,stroke-cal-4-2026-05-31T00-14-43.673Z.json,0.1678,-5.87,False,1.0,just_right,3.735,stopped,3.715,0.382,3.467
b13-strokes,stroke-cal-5-2026-05-31T00-14-49.373Z.json,0.165,-5.64,False,1.0,early,3.607,stopped,3.589,0.354,3.4
b13-strokes,stroke-D-1-2026-05-31T00-21-01.670Z.json,0.1122,-10.5,False,1.0,just_right,1.663,stopped,1.635,0.303,2.283
b13-strokes,stroke-D-2-2026-05-31T00-21-09.320Z.json,0.0869,-7.4,False,1.0,just_right,0.994,stopped,0.986,0.128,1.75
b13-strokes,stroke-D-3-2026-05-31T00-21-15.269Z.json,0.1185,-6.45,False,1.0,early,1.856,stopped,1.844,0.208,2.417
b13-strokes,stroke-D-4-2026-05-31T00-21-23.370Z.json,0.1185,-6.85,False,1.0,just_right,1.858,stopped,1.844,0.221,2.417
b13-strokes,stroke-D-5-2026-05-31T00-21-30.621Z.json,0.1218,-5.3,False,1.0,just_right,1.962,stopped,1.954,0.181,2.5
b13-strokes,stroke-E-1-2026-05-31T00-22-21.972Z.json,0.1076,-10.31,False,1.0,just_right,1.53,stopped,1.505,0.274,2.2
b13-strokes,stroke-E-10-2026-05-31T00-23-26.175Z.json,0.1554,-4.65,False,1.0,just_right,3.2,stopped,3.189,0.26,3.2
b13-strokes,stroke-E-2-2026-05-31T00-22-26.789Z.json,0.1171,-5.13,False,1.0,early,1.814,stopped,1.807,0.162,2.4
b13-strokes,stroke-E-3-2026-05-31T00-22-31.972Z.json,0.1019,-9.42,False,1.0,,1.372,stopped,1.353,0.225,2.067
b13-strokes,stroke-E-4-2026-05-31T00-22-38.889Z.json,0.0964,-4.43,False,1.0,just_right,1.227,stopped,1.224,0.095,1.967
b13-strokes,stroke-E-5-2026-05-31T00-22-46.408Z.json,0.1271,-6.29,False,1.0,just_right,2.136,stopped,2.123,0.234,2.6
b13-strokes,stroke-E-6-2026-05-31T00-22-53.874Z.json,0.1071,-2.95,False,1.0,just_right,1.514,stopped,1.512,0.078,2.183
b13-strokes,stroke-E-7-2026-05-31T00-23-03.557Z.json,0.1284,-11.28,False,1.0,just_right,2.183,stopped,2.141,0.427,2.633
b13-strokes,stroke-E-8-2026-05-31T00-23-12.041Z.json,0.1602,-5.22,False,1.0,just_right,3.401,stopped,3.387,0.309,3.3
b13-strokes,stroke-E-9-2026-05-31T00-23-20.057Z.json,0.1215,-5.07,False,1.0,early,1.953,stopped,1.946,0.172,2.483
b13-strokes,stroke-F-1-2026-05-31T00-23-50.210Z.json,0.1373,-6.29,False,1.0,,2.496,stopped,2.481,0.274,2.817
b13-strokes,stroke-F-10-2026-05-31T00-24-50.865Z.json,0.144,-7.97,False,1.0,just_right,2.748,stopped,2.722,0.381,2.967
b13-strokes,stroke-F-2-2026-05-31T00-23-55.909Z.json,0.1211,-7.63,False,1.0,just_right,1.939,stopped,1.922,0.257,2.483
b13-strokes,stroke-F-3-2026-05-31T00-24-01.760Z.json,0.1212,-7.03,False,1.0,just_right,1.943,stopped,1.928,0.238,2.483
b13-strokes,stroke-F-4-2026-05-31T00-24-07.945Z.json,0.1428,-7.43,False,1.0,early,2.702,stopped,2.679,0.349,2.933
b13-strokes,stroke-F-5-2026-05-31T00-24-15.811Z.json,0.1183,-6.26,False,1.0,just_right,1.85,stopped,1.839,0.202,2.417
b13-strokes,stroke-F-6-2026-05-31T00-24-23.546Z.json,0.1377,-5.11,False,1.0,just_right,2.51,stopped,2.5,0.223,2.833
b13-strokes,stroke-F-7-2026-05-31T00-24-29.810Z.json,0.1505,-6.95,False,1.0,early,3.002,stopped,2.98,0.363,3.1
b13-strokes,stroke-F-8-2026-05-31T00-24-36.811Z.json,0.1358,-7.57,False,1.0,,2.442,stopped,2.42,0.322,2.783
b13-strokes,stroke-F-9-2026-05-31T00-24-43.010Z.json,0.1566,-5.07,False,1.0,just_right,3.251,stopped,3.238,0.287,3.233
